,Unnamed: 0,content,negaposi
0,0,06月09日 13:48　閑静な西口エリアにある和食居酒屋！4名様から中団体も大歓迎!コロナ明けで安心個室のご利用をどうぞ♪☆平日宴会もアリ!コロ… https://t.co/ph6mCQ7D8V https://t.co/AiaO0Kk3m7,0.15384615384615385
1,1,"@2002ananan えー😱キモ

店名さらしたら…
被害者増えるで～これ

それか保健所に伝えるか！
コロナ禍だから応えてくれると思う！(^ー^)",-0.2222222222222222
2,2,"@tokainoaozora 入った時期にもよる
バブル勢は月25万に賞与12ヶ月分と固定昇給あり、手当有り、退職金有り、社員旅行付の無期限雇用
コロナ勢は月17万に賞与無し、昇給無し、手当無し、退職金無し、労災有り、違法残業あり、パワハラあり、ビジネスマナー合宿付の不安定雇用",0.1
3,3,【ワクチン】 米ノババックス製ワクチン15日から予約開始 24日まで、最大160人接種可 鹿児島県･新型コロナ:… https://t.co/hDCE1ijteu | #ワクチン,0.14285714285714285
4,4,@safe_installer ウチのバリカンコロナとおんなじですね😊,0.0
5,5,【ワクチン】 新型コロナワクチン職域接種（3回目）について（7月実施分） - 神戸大学: 2022年06月9日 掲示. 学生・教職員 各位. 新型コロナワクチンは任意接種となります。神戸大学でワクチン接種を希望する方は、必ずこのページを最後まで ... https://t.co/rMVXARuXBI | #ワクチン,0.08333333333333333
6,6,"LowLayerの高速化や量子コンピューティングのFixstarsが週足の一目均衡雲抜け
コロナ禍で受託が落ち込んでいましたが、案件の開発が動き始めているようです
#フィックスターズ https://t.co/k8UKzV0Fp4",-0.14285714285714285
7,7,"英ケンブリッジ大が衝撃報告「コロナ後遺症で脳が20年老化しIQが10下がる」(女性自身)
#Yahooニュース
https://t.co/d8uoeet043",-0.125
8,8,「コロナ災害を乗り越える いのちとくらしを守る なんでも電話相談会～住まい・生活保護・労働・借金 etc…～」【第14弾】実施のお知らせ https://t.co/sJzg9gTgex,0.0
9,9,高齢出産だから下手したら他のママさんの親でもおかしくない世代の粗顔のばばあだけど気にせずマスクしないでお迎え行ってますよ！すみませんねえ👵🏻子供たちとプールで水着でキャッキャして遊んだりもしますよ👵🏻,-0.1111111111111111
10,10,コロナな真っ最中の時はネット閉鎖かなり凄かったんですよ。僕のは皆様の携帯と違うんです。海外とアクセス出来たんです。アクセスするのが大変だったと言ってました。皆様は多分知らないです。,-0.2
11,11,ANA国内線、羽田発着便で2年4か月ぶりに”コロナ減便完全撤廃”へ 「コロナ前より便数増」も 7月から #SmartNews  https://t.co/tfhRm1mjhF,0.2
12,12,コロナ信者は平気で嘘をつくのですね。 https://t.co/Wul9BjtN6f,0.0
13,13,世界中がコロナで困窮し、何もかも値上げの中で、貨幣的には円が犠牲になっている。20年前を思い出すよ。,-0.5
14,14,@livedoornews @momoo_t ホントの原因はコロナ禍じゃなくて、景気低迷による地元スポンサー収入の減少と両自治体の財政状況が原因と邪推してる。,-0.10714285714285714
15,15,これ微々たる誤差ではなく、ちゃんと集計した結果はワクチンの効果が明らかにあったのは８０代以上だけで、後はワクチン未接種者と接種者の陽性者数はほぼ変わらず４０、６０，７０代に至ってはワクチン接種者の方がコロナになっているというデータになるんですよ。こんな弁明ですむ事なのでしょうか。 https://t.co/K0JEJkOiEq,-0.05555555555555555
16,16,この人の絵良いよなぁ・・・俺の絵にないものがある,0.0
17,17,"やっと始まったねーー。
西新も結構な数の店が不正やってたから、震えて眠れってやつか。

栃木・コロナ協力金約８００万円返還　不正受給などで飲食店(下野新聞SOON)
#Yahooニュース
https://t.co/0NtxicabXM",-0.06666666666666667
18,18,"#コロナ #自宅療養

#埼玉県
#配食サービス
#たくさん
#ありがたい

たぶん1人分？
めちゃくちゃきたー！！
ありがてぇ🙏✨

これがあと3箱来たら心強いな！！ https://t.co/iwP8IUjaAG",0.05263157894736842
19,19,@ironboy1203_ 俺もです、10月～5月まではマスクしてました。コロナ前から(*･ω･),0.0
20,20,"新型コロナウイルス感染に対する標語

➡️Always wear a mask　　マスクをしろ
➡️Wash/sanitize hands regularly　手を洗え
➡️Maintain distancing　距離を保て
➡️Get yourself fully vaccinated　ワクチンをしろ https://t.co/95N0KGm3fE",0.0
21,21,今感染者数が落ち着いているけどコロナが終息しかけていると思ってはいけない🙁他所の国で大量の感染者数が出て再拡大していたので日本もまたいつかそうなってもおかしくない🙁,0.0
22,22,"@nininiiiish 腹黒いww
日本語見にくい難しい✨💪🏿
コロナも相まってか在宅勤務からの運動不足とか不摂生な食事とか不定期な睡眠で周りがバタバタ病気なってて他人事じゃないです😅💦
自分大切に、健康管理ガンバります😤💕",0.0
23,23,国民の更なる弱体化をのためコロナを利用して薬を接種させたと考えると整合性がある。たくさん買わせて利益が出れば一石二鳥ですよね。人間として扱っていないのは間違いありませんね。#コロナワクチン薬害,0.0
24,24,"岩手県新型コロナウイルス感染症対策に係る知事メッセージ（「岩手緊急事態宣言」解除）
https://t.co/5spHGgxMxO",-0.2
25,25,"モヤモヤ、、
そっか、、
いかなる理由であろうとコロナワクチン未接種は雇ってもらえないことってあるのか、、
9割採用が決まって話しを詰めていたのに大どんでん返し！
この気持ちは初めてだなー
何年後かに笑い話になることを願う",0.16666666666666666
26,26,こういった事がコロナ後に多くなりました…つまり、打ち合わせがZOOMなどになりコロナ以降にお声がけくださったCLは弊社を直に見ていない為、恐らく大きな素敵事務所と勘違いされたきらいがあります。弊社はいわば街中華です。もしくは小スペースを間借りして営業しているタピオカ屋です。悪しからず！,0.0
27,27,"YUZU'LL BE BACK IV 
羽生結弦写真集2021~2022
7/6日発売

表紙4P(見返し付き)+本文160P+カバー
#羽生結弦

#羽生結弦写真集
#フィギュアスケート

Amazon　　　　
https://t.co/mVXWw9F40C🔻
　　　　
楽天ブックス　　　
https://t.co/qQgUikIci6🔻

.",0.0
28,28,"@wata36760884 アプデあってできる事増えたからPCへの負荷増えておじじPCが耐えれないんだと思う😖
げぼくもゆっくりやすんでーっ( இ﹏இ )",0.3333333333333333
29,29,@pimeco 資料も情報も何も貰ってない通訳は大変よね…コロナ前に海外の先生呼んで講習会やってたけど、たまたま臨時の通訳の人で医療系の知識ない人来たら全然通訳進まんかった…今の単語は何ですか？とか聞きまくってたなぁ,-0.4
30,30,"消しゴムをくれた女子を好きになった。

#大橋和也 ( なにわ男子 ) 
主演ドラマの原作 #消し好き 

はっすん 俺かわ 
#消しゴムをくれた女子を好きになった

Amazon
🔻https://t.co/NzqizVYvdC🔻",0.2
31,31,"🍀2022年05月iHerb最新コード🍀
⏩ASC7218⏪入力でアイハーブ割引が適用されます。

上記コードで【誰でも５％割引】
初回利用なら【５ドル割引】

更にiHarbセールやプロモーションでお得に☆

コロナ対策、高濃度ビタミンC、免疫力サプリやコスメ、プロテイン購入等全商品おすすめ✌657312",0.3
32,32,この職業である限りコロナ終わるまで県外イベントには行けないのである……福岡行きたかったでござる………,-0.5
33,33,"銀行巡り

そのうちの一軒、こないだまでマスクしてくれと圧力かけてきた銀行が今日は黙認した

警備の人もガン見しながらも今日は黙認した🤣

非科学的な事を「ルールだから」とほぼ強制に近い形でマスクを強いていた銀行

経済回したいならこういう大きな銀行から率先してマスクを外さなきゃね",-0.4
34,34,"なんぞー、これ⑥

新型コロナウイルス感染症の県内発生状況。
いつまで新型ぞー。

それに、
軽症・中等症　無症状含む43人
このくらい分けや。
文中に「重い中等症の目安とされる酸素投与中の患者は3人」とある。

真面目に発表せい💢 https://t.co/tuHcSMygTj",-0.23076923076923078
35,35,"YUZU'LL BE BACK IV 
羽生結弦写真集2021~2022
7/6日発売
　　
表紙4P(見返し付き)+本文160P+カバー
#羽生結弦

#羽生結弦写真集
#フィギュアスケート

Amazon　　　
https://t.co/mVXWw9F40C🔻

楽天ブックス
https://t.co/qQgUikIci6🔻

.",0.0
36,36,"@fseiichizb4 先週コロナ禍を怖がり、家から買い物以外出なかった 長い御付き合いのある知人さんに会いましたら(３回接種)、
２度目の帯状疱疹にかかったそうです。首には 跡が残っていました😥
本人は コロナ禍によるストレスだと言っておりました… それもありますか？🤔",-0.2857142857142857
37,37,"Tartan - 【大喜利】コロナウイルスを可愛くする方法 Part6 #shorts - https://t.co/hpo7WYFXDn

※上記は全体公開動画のうち「大喜利」という単語を含む新規動画としてURLを自動投稿しています。",0.16666666666666666
38,38,"@ringo_modorin ありがとうー😭
なんか熱以外症状出なくてさ、喉も痛くないからコロナじゃないんだろうなぁ…って思ったけど、体が熱いのにゾクゾクして「永訣の朝」を思い出した😅今はTwitter眺められるくらいには元気だよ！ありがとう😊立つとフラフラするから寝てるの。。
早く普段通りに戻りたい…",0.0
39,39,"#ロックの日 🎸✨
ロッキン、ビバラ、ミリオン、フジロック、CDJ、TOKYO CALLING…
コロナ前はたくさんフェスに行ったなぁ(*˘︶˘*).｡*♡
もちろんワンマンも♫
また時間と体力あったら行きたいなーーー！！！",0.0
40,40,@sinra33464104 医者がコロナワクチン接種後の発熱は副反応しかありえないとかツイートして解熱剤のんで観劇行くとかマズイよね...。だから女医は信頼されなくなるしヅカヲタは劇場内で気に入らない他人をコロナ感染死させたいんだってことになる。アンタは劇場内おしゃべりも容認したよね。,0.125
41,41,"🍀2022年05月iHerb最新コード🍀
⏩DJY9122⏪入力でアイハーブ割引が適用されます。

上記コードで【誰でも５％割引】
初回利用なら【５ドル割引】

更にiHarbセールやプロモーションでお得に☆

NAwCKコロナ対策、高濃度ビタミンC、免疫力サプリやコスメ、プロテイン購入等全商品おすすめ✌NAwCK",0.3
42,42,"維新「インフルエンザワクチン接種も無料で」同時流行を懸念 | NHK政治マガジン   https://t.co/N2ehjnDfSg 
https://t.co/OuK8VRyNza",0.0
43,43,"@BenSoraya 大人の都合のいいことは解禁になって、子供のことはダメなんてありえないよ。
今回のコロナ騒動では子供たちに対する扱いが酷すぎる。
まるで家畜とでも思ってるのかとさえ感じるわ。
応援の無い大会ほどつまらないものないと思う。子供たちだってみんなに見てほしいだろうしパフォーマンス上がるのに",0.16666666666666666
44,44,"@9CnWsmNqiFuH9sN 私は病院で働いている訳ではないので、あくまで患者として外来に受診するとき(または面会時)にマスクをするのは当然だと思っていたという話です。(うつらない、うつさないために)
コロナ前までは病院側も、働く人は健康だし患者もそんなに易感染状態でないなら大丈夫だろうという考えだったのかと。",0.2285714285714286
45,45,コロナになって、家族から食料届けてもらって、ありがた過ぎて涙が出て出てくる,0.0
46,46,"今日2つ結びで仕事行ったらすれ違った患者さんに「あら〜 お姉ちゃんまだ19歳か20歳くらいでしょ〜？働き始めたばっかり？今コロナで大変だよね〜」って言われて 今年で26だが……？ ってなりました。
肯定も否定もしなかった(っ ॑꒳ ॑c)",-0.2222222222222222
47,47,"花 誕生日 ギフト アレンジメント 送料無料 素敵におまかせ！ 誕生日プレゼント フラワー 花 ギ…(4,180円 / フラワーギフト専門店　Vivre) –  用途に合った素敵なお花でした。 レビューが遅くなりました。 小学校の同窓会（コロナ禍のため集まる… https://t.co/WwSlzNdjuU",0.21428571428571427
48,48,"ピクトアップ 2022年8月号

表紙 #岩本照 ( #SnowMan )

#高橋恭平 #有岡大貴 磯村勇斗
新垣結衣 ガッキー 小芝風花

ひーくん 
モエカレ 

Amazon　　
🔻https://t.co/kFclEPRTK8🔻

楽天
🔻https://t.co/fLxnL5kwIQ🔻

.",0.043478260869565216
49,49,"立派な仕事についてても、その人が立派かは別。
嘘しか言わなかったり、隠れて犯罪や詐欺してる人ばっかだというのがコロナで炙り出されましたね。

恋人選びでも年収がある人がまともな人と盲目的に思ってる人いたら、危険だから思考変えた方がいいです。
裏切られても文句言うなって話です。",-0.1
50,50,"先日県総体が終わり娘は部活引退しました。複数人のチームでは上の大会に出場することができましたが、今年は部員不足で複数人のチームが作れなくて、個人での出場となりましたがよくがんばりました。コロナ禍の2年間お疲れ様でした🚣‍♂️

私は今週からはたまってるキンプリちゃん観るぞ！🙌💙",-0.5
51,51,"本日無事終了。コロナ禍なので一般受付は式に出る事なく、お焼香したらすぐ帰る方式。
10年ぶりに2ヶ月前に会った方なので複雑な気持ち…
元近所の方だったので親に報告しに実家へ寄った

その服、正面から見ると大丈夫だけど、横から見るとパツパツね。もう少し痩せろ

あ…やっぱり？(笑",0.2222222222222222
52,52,"マスク外せの声がやたら響き渡るが
私はワクも自分の意思で打ってないし
マスクは外してない。
それは全て私の意志であって、人の誘導に流されたり下品なレッテル貼りに負けない強い意志があるからやねん。
顔パンツとかコロナ脳とか逆にワク信とか私一度も他人へ言うた事ないわ",0.039999999999999994
53,53,@izariokoze ダイオーズは優待銘柄として長期保有してましたが、株価が大きく下げたのでアフターコロナ銘柄として準主力まで買い増ししました。,0.0
54,54,"円安

外国人　技能実習生　特定技能　就労
ベトナム人はベトナムドン　＊事実上米ドルペッグ
手取りが減収　コロナ後　20%減

バブル後日本人が
東南アジアで安い安い言い

コロナ前中国人が
日本（略

通貨安　原油高　資源高　食糧高　物価高　インフレ
海外回避行動取ってた人間が勝つわ",0.1111111111111111
55,55,"愛媛県内の状況(6/9愛媛県公表時点)

▼新型コロナウイルスの感染の確認について(愛媛県HP)
https://t.co/VU5ddEyZOk https://t.co/3CguIPGRRI",-0.15384615384615385
56,56,@Cattleya0607 ひかりもTwitter、discordどちらでも大丈夫なので予定入れれる日わかりやすくまとめてレアちゃんに送るので少し時間くださいっ⸜(*˙꒳˙* ིྀ)⸝💕,0.5
57,57,"愛媛県内の状況(6/9愛媛県公表時点)

▼新型コロナウイルスの感染の確認について(愛媛県HP)
https://t.co/VU5ddEyZOk https://t.co/I2jI6uylRb",-0.15384615384615385
58,58,"文化祭まであと少し！
今年の文化祭はコロナの影響から飲食が禁止。各クラスどんな模擬店にするのか試行錯誤しています。
どんな飾りつけをするのか景品をどんなものにするのかクラスで一生懸命考えました。
どんな模擬店になるのか楽しみですね！
#クラーク国際 #梅田 #文化祭 https://t.co/kPhvywog8d",0.3333333333333333
59,59,"今日はアフターコロナや決算良い所からマザーズ銘柄にシフトした人が多そう🙄
たぶん多少の米株の下げは許容されそうだけど大きく下がるとまたみんな逃げ出すだろうから逃げ遅れには気をつけないと🤔
ほんとに米株ゴミゴミのレンジからここ1.2週は下にいかないで欲しい🙄",0.21666666666666667
60,60,"愛媛県内の状況(6/9愛媛県公表時点)

◆医療提供体制
┣軽症中等症病床使用率[12.7%]
┣重症病床使用率[3.8%]
┗宿泊療養施設使用率[9.5%]

◆療養者[1473]
┣医療機関[43]
┃┣重症[1]
┃┗軽症中等症[42]
┣宿泊療養[36]
┗自宅療養[1394]

◆陽性確認[+168]
┣既存事例[+79]
┗新規事例[+89] https://t.co/WxFlqKUQJj https://t.co/yfKvcDRRSh",-0.0784313725490196
61,61,"【速報】新型コロナ　９日、宮崎市６９人感染確認 - Miyanichi e-press https://t.co/dq5V0l9dql @miyanichiより 

#新型コロナ #新型コロナウイルス #宮崎県内感染状況
#宮崎県 #宮崎 #宮崎日日新聞",-0.2
62,62,"コロナの自粛要請は補償で、節電要請は罰則？

要請と補償はセットじゃないの？",-0.5
63,63,@corona_rom 粉さん、ありがとうございます(´∀｀*)🎉,0.0
64,64,"@teoaeaubiore @Junya39558173 それだけでなく、仮に百万歩も一千万歩も譲って、国政の課題がコロナ対策だけだったとしても、そうした対策が国全体・国民全体の現在および将来にどのような影響を与え得るか？　という点も視野に入れることが、政治家には必要なんじゃないかと。
現在の政治家ができているとは言い難いけど・・😅",-0.16666666666666666
65,65,"ピクトアップ 2022年8月号

表紙 #岩本照 ( Snow Man )
　　
高橋恭平 有岡大貴 磯村勇斗　
新垣結衣 ガッキー 小芝風花

ひーくん 
モエカレ 

Amazon
🔻https://t.co/kFclEPRTK8🔻

楽天
🔻https://t.co/fLxnL5kwIQ🔻

.",0.045454545454545456
66,66,この会社、コロナ感染対策啓蒙でも交通安全啓蒙でも「人を死なせてしまうから」とかではなく「会社の迷惑になるから」としか教えないの、まじで徹底しとるな,0.5
67,67,公害の風刺は「人類なら近い将来こうなる前に技術で克服するだろうという希望・楽観論」があったうえでの風刺だが。コロナはまだまだ先が見えない。ワクチンだってどうだろうか。克服より共存になるのか？,0.32
68,68,"そろそろコロナ禍も終わるのかしら？
ご愛顧頂いている皆様への感謝を抱きしめつつ。。。
お客様が笑顔で戻ってくださるのをお待ちしております。 
https://t.co/nnIpWjfqgL",0.14285714285714285
69,69,"ホットヨガと
岩盤浴で

ガンガン体重落とせるのに
できない辛さよ・・！😭

せめて半身浴
そろそろできないかな😭💦

もう意地でも治す
改めて🔥",-0.375
70,70,"前京都大学総長　
山極寿一氏

「予想と想定を混同してはならない」

「科学者は過去の事例から大津波を予想していた、原発事故がどんな被害を及ぼすかも算定していた」

「それを想定しなかったのは政府の責任である、コロナも同じである」",0.0
71,71,"ピクトアップ 2022年8月号

表紙 #岩本照 ( #SnowMan )

高橋恭平 有岡大貴 磯村勇斗
新垣結衣 ガッキー 小芝風花

ひーくん
モエカレ 　
　　
Amazon
🔻https://t.co/kFclEPRTK8🔻

楽天
🔻https://t.co/fLxnL5kwIQ🔻",0.047619047619047616
72,72,"@toru_amemi__ya 生原稿４種類の中からランダムで１つ見せてもらえたんだけど、４種類全部にLが入ってるのが１日しかなくて、その日にピンポイントで行ったからね‼️🤣
今はコロナだから絶対できないと思うし、行って良かったよ💖😆

裸の質問じゃなくて良かった🤣(笑)
配信多くてまだアーカイブ見られてないの😂😂😂 https://t.co/iY83zT8GIy",0.125
73,73,"及川さん、幸福の科学のコロナウィルスの真相セミナーやってるけど、同時にコロナ撃退祈願の宣伝も入ってる。

及川さんは、コロナは風邪レベル。パンデミックはDSが作ってる事で、ワクチンも不要と知ってる。
だから、祈願もいらない、って言わないと違うんじゃない⁉ https://t.co/7B69Ct7jm0",-0.25
74,74,"中耳炎完治して2日しか経ってない
今日0歳児クラス他に4人帰ったらしくてうーーーーーん😇コロナきてるかな",0.3333333333333333
75,75,"耳廻り
賑やかしいね
ピアスして
中にイヤホン
上からマスク

#短歌 #かんたん短歌 #三十一文字 #tanka #コロナ",-0.09090909090909091
76,76,メガ★トレンドの時代がやってくる～ ビジネスが★再編成される社会での★起業とは？乗り遅れるな！！｜宇多嶋翔の写真日和  https://t.co/3xDexyEmO3  コロナが終わると未曽有の大不況、世界中で経済再編が始まるぞ！でも、起業の歴史的な★チャンスの時代～,-0.08333333333333333
77,77,"静岡の安倍川花火5年ぶり開催予定かぁ〜🎆🎇
2年は台風で中止だったもんな〜🥲
そしてコロナ禍で中止🥲
今年は開催されると良いなぁ〜😌

ま、行かんけど😜
もう学生以来行ってないな。。
人混みが苦手すぎる私にはしんどい😱
でも屋台大好き人間😍",-0.125
78,78,"iHerbの2022年5月最新コードは【DJY9122】とです！

アイハーブ商品が【JCB利用＆5千円以上で１５％割引】、【それ以外は誰でも５％割引】となります🍀

更に複数購入やiHarbセール、プロモーション等でお得に☆

美白美容、1z2Z&gt;コロナウイルス対策や免疫力サプリ、プロテインにおすすめ1z2Z",0.5
79,79,コロナ早期自宅療養セット（イベルメクチン12mg50錠/ メラトニン3mg/ アスピリン75mg）https://t.co/FoUVJIKOA4 お薬の総合通販ユニドラ,0.0
80,80,"@AxM_05_ 日産全滅した人もいて…なんで？！って思ったら8BEATの時にコロナで支払いしなかった名義やったみたいで……。
24日は結構お譲りでてたよー！
変な人も中にはいるだろうから、気をつけて探してね😿
ていうか、ゅぃちゃんって神奈川出身？？？！！！！地元での公演ってすごい👏👏👏",-0.1
81,81,"遂に.. 新型コロナの終盤がみえてきましたね。
#富山県新型コロナ対策パーソナルサポート https://t.co/8o5J78n7tK",0.0
82,82,"fc東京が好きなのかfc東京を応援してる自分がかっこいいから応援してるのか
自分はコロナ禍でのソシオ 飲み会 太鼓っていうのをみてると後者としか思えない",1.0
83,83,"@cclo420 @W9bdGsqOL8Vsdhm どちらもどちら

打ち負かそうという気しか見えない
せっかくいいことを書いてても…
これまでの信頼残高が一気に➖に

想像力を

お互いやめるか、片方がやめるか…
そしてそれに輪をかけて便乗するな大人なら

建設的ではない所業に時間を使うこと
⇒暇と退屈の巣窟・弊害となるよ",0.19047619047619047
84,84,"大好きなバーがコロナの中頑張ってやっていてくれていたことに感謝。
一応、定期的に外観は確認していたけど行けなくて😣
心苦しかった。",0.3333333333333333
85,85,コロナが緩和され、アメリカにでも行こうかなと思いましたが、NYの中心部からアプスコまで４時間かかり、そこからカナダとの国境付近にある五大湖の蓄音機屋までクルマで11時間かかる。かと言ってNYからシカゴまで飛んで、そっから蓄音機屋行こうとするとクルマで4時間。アメリカでかい。,0.0
86,86,"◆◇神奈川エリア　風エス◇◆
都内単価0.9～
スペック105前後～
清潔感第一オールジャンル
デリ並みに稼げる風エス
清潔感あれば20代後半でも全然受けてくれるし、意外に採用基準が緩い

#出稼ぎ #在籍 #スカウト
https://t.co/s3uVPRiRN9",0.14583333333333334
87,87,実はコロナ禍になってからあんまり南條さんの楽曲聞いてなかったから、全然追えてないです………,1.0
88,88,"インフルワクチンも鶏卵で培養するしだから私はコロナ以前からワクチンは打たない派
保存料として有機水銀も使われているしみんな理解して接種した方が良いと思います https://t.co/rKcm0FSsDd",0.2
89,89,"話題にならなくなってきたけどコロナの1日あたりの感染者数は徐々に減ってきてるんだね
それでも日に2万人くらいは出てるけど",0.0
90,90,"物価高
自民政治が
追い詰める https://t.co/PAiYCZUi52",0.0
91,91,この社会は一握りの血族によって一方的に仕組まれたものとか昔は思ってて、コロナ以後無知な多数派の自業自得だとようやく思い知らされ、次に反コロの中にも盲信しかしない連中もいるとわかって、そして逆に罠だ罠だと不満と自分が一番見抜いてるぜと言いたい輩も台頭してきて、なんだかもう腑に落ちた,-0.42857142857142855
92,92,@withyou_smile_7 そうそう、サノクねー。コロナで暫くなかったみたいで、私は最近知ったけど…。凄いんだね😭💜行ってみたいな〜😆💜,0.0
93,93,ダメだとわかっているなら明日からでもいいので止めましょう。今はコロナで時代の変革期に入っています。今行動をしない人は、今がピークですよ！,0.1111111111111111
94,94,コロナ緩和後の海外旅行、海外出張で旅行保険会社はすごい繁盛し（て）そうだな。,1.0
95,95,コロナになりたくない！！なったときのことを考えて添えなよう('A`)＃コロナ＃予防https://t.co/iDwMexiku1,0.125
96,96,白玉とプラセンタ、コロナワクチンより痛いわ,-1.0
97,97,"#yahooニュース ホテル側 東京新聞 ふるさと納税 新型コロナ メルカリ ウクライナ 最低賃金 骨太方針 細田議長 資産所得倍増
#立憲民主党 #日本共産党 #れいわ新選組 #社民党
💢不正選挙❓
🟥選挙の投票用紙集計を
操作する集計装置の🔥ムサシ🙀
🟥怪し過ぎ❓不正選挙🙀🙀🟥 https://t.co/s5ytDQIozx",-0.12
98,98,"コロナ自粛明け、数年ぶりの異種格闘技飲み会のお相手は道路○通情報センターのお姉さま方となりました🎵
※画像はイメージです(笑) https://t.co/vxgCAdWmNG",0.041666666666666664
99,99,@GramNanonano @fujimaki_takesi コロナ対策と高齢者の社会保障を続けたら国が破産しますよ？,-0.25
